MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition
160.0,2.0,68.0,4447.0,1.0,0.0,3.0,0.0,2.0,0.0,24.0,2.0,2.0,4.0,5.0,7.0,5.0,2003.0,2003.0,1.0,1.0,13.0,14.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,0.0,5.0,0.0,530.0,530.0,1.0,0.0,1.0,4.0,530.0,550.0,0.0,1080.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,7.0,0.0,1.0,2003.0,1.0,2.0,496.0,4.0,4.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,9.0,4.0
20.0,5.0,53.0,8128.0,1.0,0.0,3.0,0.0,1.0,0.0,15.0,2.0,2.0,0.0,2.0,6.0,7.0,1954.0,1954.0,3.0,1.0,8.0,8.0,80.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,490.0,5.0,0.0,572.0,1062.0,1.0,2.0,1.0,4.0,1062.0,0.0,0.0,1062.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,7.0,0.0,1.0,1954.0,2.0,1.0,297.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,9.0,4.0
120.0,6.0,41.0,5748.0,1.0,0.0,1.0,0.0,4.0,1.0,6.0,2.0,2.0,4.0,2.0,8.0,5.0,2005.0,2006.0,3.0,1.0,5.0,5.0,473.0,2.0,4.0,2.0,0.0,4.0,1.0,2.0,1573.0,5.0,0.0,0.0,1573.0,1.0,0.0,1.0,4.0,1778.0,0.0,0.0,1778.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,5.0,7.0,1.0,1.0,2005.0,0.0,2.0,495.0,4.0,4.0,2.0,123.0,53.0,0.0,0.0,153.0,0.0,0.0,2.0,2006.0,6.0,5.0
30.0,6.0,51.0,6120.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,2.0,5.0,6.0,1925.0,1999.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,0.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,960.0,960.0,1.0,2.0,1.0,4.0,995.0,0.0,0.0,995.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,7.0,0.0,5.0,1926.0,2.0,1.0,264.0,4.0,4.0,2.0,0.0,15.0,51.0,0.0,0.0,0.0,0.0,3.0,2009.0,9.0,0.0
20.0,5.0,68.0,10920.0,1.0,0.0,3.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,2.0,6.0,5.0,1960.0,1960.0,3.0,1.0,8.0,8.0,212.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,733.0,5.0,0.0,520.0,1253.0,1.0,4.0,1.0,4.0,1253.0,0.0,0.0,1253.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,5.0,7.0,1.0,1.0,1960.0,1.0,1.0,352.0,4.0,4.0,2.0,0.0,213.0,176.0,0.0,0.0,0.0,0.0,5.0,2008.0,9.0,4.0
20.0,5.0,70.0,11767.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,5.0,5.0,1956.0,1956.0,3.0,1.0,6.0,6.0,259.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,546.0,5.0,0.0,604.0,1150.0,1.0,0.0,1.0,4.0,1560.0,0.0,0.0,1560.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,7.0,2.0,1.0,1.0,1956.0,2.0,1.0,313.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,9.0,4.0
180.0,6.0,35.0,3675.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,4.0,6.0,6.0,5.0,2005.0,2006.0,1.0,1.0,13.0,14.0,82.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,547.0,5.0,0.0,0.0,547.0,1.0,2.0,1.0,4.0,1072.0,0.0,0.0,1072.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,7.0,0.0,2.0,2005.0,0.0,2.0,525.0,4.0,4.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,6.0,5.0
50.0,5.0,78.0,15600.0,1.0,3.0,0.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,5.0,7.0,1949.0,2005.0,1.0,1.0,2.0,2.0,0.0,3.0,4.0,0.0,4.0,4.0,3.0,1.0,312.0,4.0,507.0,248.0,1067.0,2.0,1.0,0.0,4.0,986.0,537.0,0.0,1523.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1949.0,2.0,1.0,295.0,4.0,4.0,2.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,10.0,2009.0,9.0,4.0
60.0,5.0,70.0,8749.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7.0,5.0,2002.0,2002.0,1.0,1.0,13.0,14.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,0.0,5.0,0.0,840.0,840.0,1.0,0.0,1.0,4.0,840.0,885.0,0.0,1725.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,6.0,7.0,0.0,1.0,2002.0,1.0,2.0,550.0,4.0,4.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,9.0,4.0
30.0,6.0,50.0,6000.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,2.0,5.0,7.0,1921.0,1950.0,1.0,1.0,14.0,16.0,0.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,616.0,5.0,0.0,0.0,616.0,1.0,2.0,1.0,4.0,616.0,0.0,0.0,616.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,7.0,0.0,5.0,1921.0,2.0,1.0,205.0,4.0,4.0,2.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,6.0,2006.0,9.0,4.0
120.0,6.0,37.0,4435.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,4.0,2.0,6.0,5.0,2004.0,2004.0,1.0,1.0,13.0,14.0,169.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,662.0,5.0,0.0,186.0,848.0,1.0,0.0,1.0,4.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,7.0,1.0,1.0,2004.0,1.0,2.0,420.0,4.0,4.0,2.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,9.0,4.0
20.0,5.0,129.0,16870.0,1.0,0.0,3.0,0.0,3.0,0.0,19.0,2.0,2.0,0.0,2.0,8.0,5.0,2004.0,2005.0,3.0,1.0,13.0,14.0,238.0,2.0,4.0,2.0,0.0,4.0,1.0,2.0,1531.0,5.0,0.0,251.0,1782.0,1.0,0.0,1.0,4.0,1782.0,0.0,0.0,1782.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,7.0,2.0,1.0,2004.0,0.0,3.0,932.0,4.0,4.0,2.0,99.0,82.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,9.0,4.0
20.0,5.0,65.0,10237.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,6.0,2.0,0.0,2.0,6.0,5.0,2005.0,2006.0,1.0,1.0,13.0,14.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,28.0,5.0,0.0,1288.0,1316.0,1.0,0.0,1.0,4.0,1316.0,0.0,0.0,1316.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,7.0,1.0,1.0,2005.0,0.0,2.0,397.0,4.0,4.0,2.0,100.0,0.0,0.0,23.0,0.0,0.0,0.0,10.0,2006.0,6.0,5.0
20.0,5.0,68.0,9571.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,5.0,6.0,1956.0,1956.0,1.0,1.0,14.0,15.0,0.0,3.0,4.0,1.0,4.0,4.0,0.0,1.0,739.0,5.0,0.0,405.0,1144.0,1.0,4.0,1.0,4.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,7.0,0.0,1.0,1956.0,2.0,1.0,596.0,4.0,4.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,9.0,4.0
20.0,5.0,90.0,15750.0,1.0,3.0,3.0,0.0,3.0,0.0,5.0,1.0,2.0,0.0,2.0,8.0,5.0,1999.0,2000.0,1.0,1.0,13.0,14.0,260.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1246.0,5.0,0.0,216.0,1462.0,1.0,0.0,1.0,4.0,1513.0,0.0,0.0,1513.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,1999.0,0.0,2.0,521.0,4.0,4.0,2.0,135.0,34.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,9.0,4.0
20.0,2.0,80.0,8000.0,1.0,3.0,3.0,0.0,4.0,0.0,24.0,2.0,2.0,0.0,2.0,7.0,5.0,2002.0,2002.0,1.0,1.0,13.0,14.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,833.0,5.0,0.0,659.0,1492.0,1.0,0.0,1.0,4.0,1492.0,0.0,0.0,1492.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,7.0,1.0,1.0,2002.0,1.0,2.0,596.0,4.0,4.0,2.0,277.0,137.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,9.0,4.0
50.0,5.0,60.0,10284.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,4.0,7.0,1925.0,1993.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,1.0,4.0,4.0,2.0,0.0,1030.0,3.0,66.0,55.0,1151.0,1.0,0.0,1.0,4.0,845.0,436.0,0.0,1281.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,6.0,4.0,0.0,5.0,1978.0,2.0,2.0,580.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,9.0,0.0
50.0,5.0,71.0,8520.0,1.0,3.0,3.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,5.0,4.0,1952.0,1952.0,1.0,1.0,3.0,15.0,0.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,507.0,5.0,0.0,403.0,910.0,1.0,1.0,1.0,4.0,910.0,475.0,0.0,1385.0,0.0,0.0,2.0,0.0,4.0,1.0,4.0,6.0,7.0,0.0,5.0,2000.0,2.0,2.0,720.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,9.0,4.0
30.0,6.0,60.0,10800.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,2.0,4.0,7.0,1885.0,1995.0,4.0,1.0,13.0,14.0,0.0,3.0,4.0,0.0,1.0,4.0,3.0,5.0,0.0,5.0,0.0,641.0,641.0,1.0,2.0,1.0,4.0,1047.0,0.0,0.0,1047.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,6.0,7.0,0.0,5.0,1954.0,2.0,1.0,273.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,8.0,2007.0,9.0,4.0
20.0,5.0,64.0,7360.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,5.0,2010.0,2010.0,1.0,1.0,13.0,14.0,80.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,24.0,5.0,0.0,1198.0,1222.0,1.0,0.0,1.0,4.0,1222.0,0.0,0.0,1222.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,7.0,0.0,1.0,2009.0,1.0,2.0,615.0,4.0,4.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,9.0,4.0
60.0,2.0,68.0,7050.0,1.0,3.0,3.0,0.0,4.0,0.0,24.0,2.0,2.0,0.0,5.0,7.0,5.0,2001.0,2001.0,1.0,1.0,13.0,14.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,738.0,5.0,0.0,319.0,1057.0,1.0,0.0,1.0,4.0,1057.0,872.0,0.0,1929.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,7.0,1.0,1.0,2001.0,0.0,2.0,650.0,4.0,4.0,2.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,9.0,4.0
70.0,5.0,74.0,11988.0,1.0,0.0,1.0,0.0,4.0,1.0,6.0,2.0,2.0,0.0,5.0,6.0,7.0,1934.0,1995.0,3.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,326.0,5.0,0.0,389.0,715.0,1.0,1.0,1.0,0.0,849.0,811.0,0.0,1660.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,6.0,7.0,1.0,5.0,1939.0,2.0,1.0,240.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,9.0,4.0
120.0,2.0,34.0,3628.0,1.0,3.0,3.0,0.0,4.0,0.0,24.0,2.0,2.0,4.0,2.0,7.0,5.0,2004.0,2004.0,1.0,1.0,8.0,8.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,0.0,5.0,0.0,1143.0,1143.0,1.0,0.0,1.0,4.0,1143.0,0.0,0.0,1143.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,1.0,2004.0,1.0,2.0,588.0,4.0,4.0,2.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,9.0,4.0
20.0,5.0,68.0,9571.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,5.0,5.0,1956.0,1956.0,3.0,1.0,8.0,8.0,0.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,257.0,5.0,0.0,816.0,1073.0,1.0,4.0,1.0,0.0,1073.0,0.0,0.0,1073.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,7.0,0.0,1.0,1956.0,2.0,1.0,340.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,9.0,4.0
120.0,5.0,38.0,14963.0,1.0,1.0,3.0,0.0,4.0,0.0,27.0,2.0,2.0,4.0,2.0,8.0,5.0,1996.0,1996.0,1.0,1.0,3.0,3.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,786.0,5.0,0.0,474.0,1260.0,1.0,0.0,1.0,4.0,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,7.0,2.0,1.0,1996.0,0.0,2.0,500.0,4.0,4.0,2.0,120.0,30.0,0.0,0.0,224.0,0.0,0.0,12.0,2008.0,9.0,4.0
20.0,5.0,68.0,11500.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,2.0,6.0,6.0,1966.0,1966.0,0.0,5.0,9.0,10.0,0.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,262.0,0.0,723.0,197.0,1182.0,1.0,0.0,1.0,4.0,1643.0,0.0,0.0,1643.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,6.0,7.0,1.0,1.0,1966.0,2.0,2.0,438.0,4.0,4.0,2.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,9.0,4.0
60.0,5.0,88.0,12665.0,1.0,0.0,3.0,0.0,4.0,0.0,26.0,2.0,2.0,0.0,5.0,8.0,5.0,2005.0,2006.0,3.0,1.0,13.0,14.0,245.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,0.0,5.0,0.0,1094.0,1094.0,1.0,0.0,1.0,4.0,1133.0,1349.0,0.0,2482.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,7.0,1.0,3.0,2005.0,0.0,3.0,642.0,4.0,4.0,2.0,144.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,9.0,4.0
20.0,5.0,68.0,8885.0,1.0,0.0,2.0,0.0,4.0,1.0,14.0,2.0,2.0,0.0,2.0,5.0,5.0,1983.0,1983.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,1.0,2.0,4.0,0.0,1.0,301.0,0.0,324.0,239.0,864.0,1.0,4.0,1.0,4.0,902.0,0.0,0.0,902.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,7.0,0.0,1.0,1983.0,2.0,2.0,484.0,4.0,4.0,2.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,9.0,4.0
